Texts,Text_Level,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
ELA0173_7.txt,7,15.9636,14.6333,10.3294,1.5455,1.8333,1.4167,0.3059,0.4333,1.0909,0.3833,0.4333,0.3059,1.65,1.1647
ELA0174_9.txt,9,19.8,17.3684,10.4211,1.9,2.1754,1.6667,0.4211,0.7018,1.14,0.5263,0.5965,0.3579,1.8772,1.1263
ELA0175_12.txt,12,23.0877,19.0725,10.3622,2.2281,2.3623,1.8406,0.4567,0.8406,1.2105,0.5652,0.6087,0.3307,2.2754,1.2362
ELA0176_3.txt,3,9.3529,9.7347,7.8197,1.1961,1.6939,1.2449,0.1148,0.1429,0.9608,0.1429,0.0612,0.0492,0.898,0.7213
ELA0177_5.txt,5,11.8507,11.6765,8.0202,1.4776,1.75,1.4559,0.1818,0.2647,1.0149,0.25,0.1471,0.101,1.3529,0.9293
ELA0178_7.txt,7,14.4328,13.8143,9.7677,1.4776,1.8,1.4143,0.2222,0.3143,1.0448,0.2571,0.2714,0.1919,1.5286,1.0808
ELA0179_9.txt,9,17.5357,16.931,10.3368,1.6964,2.1379,1.6379,0.2737,0.4483,1.0357,0.3621,0.3621,0.2211,1.931,1.1789
ELA0180_12.txt,12,22.4359,20.8333,11.3636,1.9744,2.5,1.8333,0.3506,0.6429,1.0769,0.5,0.5238,0.2857,2.5,1.3636
ELA0181_3.txt,3,8.56,8.56,7.5088,1.14,1.5,1.14,0.1228,0.14,1,0.14,0.04,0.0351,0.64,0.5614
ELA0182_5.txt,5,11.3333,10.7937,8.7179,1.3,1.7302,1.2381,0.1923,0.2381,1.05,0.1746,0.1111,0.0897,1.0317,0.8333
ELA0183_7.txt,7,14.9667,13.403,8.98,1.6667,1.9701,1.4925,0.3,0.4478,1.1167,0.3582,0.1642,0.11,1.3134,0.88
ELA0184_9.txt,9,18.5,15.697,9.5046,1.9464,2.2121,1.6515,0.3486,0.5758,1.1786,0.4697,0.2424,0.1468,1.697,1.0275
ELA0185_12.txt,12,24.6377,20.9877,9.8837,2.4928,2.7531,2.1235,0.4942,1.0494,1.1739,0.5432,0.4444,0.2093,2.4938,1.1744
ELA0186_3.txt,3,9.2093,9.4286,6.8276,1.3488,1.619,1.381,0.2241,0.3095,0.9767,0.2619,0.0952,0.069,0.9762,0.7069
ELA0187_5.txt,5,11.7903,11.6032,8.8072,1.3387,1.4921,1.3175,0.241,0.3175,1.0161,0.2857,0.0952,0.0723,1.4127,1.0723
ELA0188_7.txt,7,15.6,14.5424,11.5946,1.3455,1.6441,1.2542,0.2162,0.2712,1.0727,0.2712,0.1695,0.1351,1.7966,1.4324
ELA0189_9.txt,9,17.9412,16.9444,12.0395,1.4902,1.8519,1.4074,0.3026,0.4259,1.0588,0.2963,0.2963,0.2105,2.1296,1.5132
ELA0190_12.txt,12,27.1562,23.4865,14.9828,1.8125,2.2703,1.5676,0.3621,0.5676,1.1562,0.4054,0.4324,0.2759,2.9189,1.8621
ELA0191_3.txt,3,8.3818,8.6981,6.4028,1.3091,1.6415,1.3585,0.1944,0.2642,0.9636,0.2075,0.1509,0.1111,0.6604,0.4861
ELA0192_5.txt,5,11.3,11.4915,7.2903,1.55,1.9661,1.5763,0.2796,0.4407,0.9833,0.322,0.2034,0.129,1.2034,0.7634
ELA0193_7.txt,7,15.5,15.5,8.2477,1.8793,2.3966,1.8793,0.3394,0.6379,1,0.4483,0.3448,0.1835,1.6379,0.8716
ELA0194_9.txt,9,18.9167,18.5306,9.08,2.0833,2.7551,2.0408,0.39,0.7959,1.0208,0.5102,0.4694,0.23,2.1224,1.04
ELA0195_12.txt,12,24.9655,21.2941,8.2273,3.0345,3.3529,2.5882,0.4659,1.2059,1.1724,0.7059,0.5,0.1932,2.3529,0.9091
ELA0196_3.txt,3,7.8644,7.8644,6.6286,1.1864,1.339,1.1864,0.1286,0.1525,1,0.1525,0.0678,0.0571,0.7458,0.6286
ELA0197_5.txt,5,11.0312,11.3871,7.7582,1.4219,1.6613,1.4677,0.2308,0.3387,0.9688,0.2581,0.2581,0.1758,1.3065,0.8901
ELA0198_7.txt,7,13.875,13.4545,9.3474,1.4844,1.7576,1.4394,0.2105,0.303,1.0312,0.2576,0.3333,0.2316,1.6667,1.1579
ELA0199_9.txt,9,15.6852,15.4,10.3293,1.5185,1.8727,1.4909,0.2073,0.3091,1.0185,0.2909,0.3818,0.2561,1.9273,1.2927
ELA0200_12.txt,12,19.7368,18.2927,10.4167,1.8947,2.1951,1.7561,0.3333,0.5854,1.0789,0.4146,0.4634,0.2639,2.4878,1.4167
ELA0201_3.txt,3,8.1875,8.5435,7.86,1.0417,1.4348,1.087,0.12,0.1304,0.9583,0.1087,0.1087,0.1,0.6739,0.62
ELA0202_5.txt,5,11.5636,11.5636,8.7123,1.3273,1.6909,1.3273,0.2466,0.3273,1,0.2364,0.1818,0.137,1.3636,1.0274
ELA0203_7.txt,7,14.1148,13.4531,9.3587,1.5082,1.9219,1.4375,0.3043,0.4375,1.0492,0.3125,0.2969,0.2065,1.625,1.1304
ELA0204_9.txt,9,15.9344,14.9538,10.0206,1.5902,2.1385,1.4923,0.3299,0.4923,1.0656,0.3846,0.3231,0.2165,1.8308,1.2268
ELA0205_12.txt,12,16.3879,15.3306,10.5611,1.5517,1.9919,1.4516,0.3,0.4355,1.069,0.3387,0.2177,0.15,1.9758,1.3611
ELA0206_3.txt,3,8.7294,8.7294,7.0667,1.2353,1.4941,1.2353,0.1714,0.2118,1,0.1882,0.0824,0.0667,0.9176,0.7429
ELA0207_5.txt,5,11.5234,11.4167,8.2752,1.3925,1.6111,1.3796,0.2349,0.3241,1.0093,0.2963,0.1759,0.1275,1.4444,1.047
ELA0208_7.txt,7,14.8384,13.8585,9.239,1.6061,1.7642,1.5,0.3019,0.4528,1.0707,0.3774,0.2736,0.1824,1.8019,1.2013
ELA0209_9.txt,9,18.8734,16.7528,9.6818,1.9494,2.0899,1.7303,0.3831,0.6629,1.1266,0.4831,0.382,0.2208,2.2584,1.3052
ELA0210_12.txt,12,23.6129,20.717,10.1198,2.3333,2.4811,2.0472,0.4562,0.934,1.1398,0.5943,0.4811,0.235,2.7642,1.3502
ELA0211_3.txt,3,8.8837,9.0952,6.9455,1.2791,1.6667,1.3095,0.2364,0.3095,0.9767,0.3095,0.119,0.0909,0.9286,0.7091
ELA0212_5.txt,5,11.7273,11.5179,8.6,1.3636,1.6964,1.3393,0.1867,0.25,1.0182,0.2321,0.0893,0.0667,1.3393,1
ELA0213_7.txt,7,14.4237,14.1833,10.6375,1.3559,1.9,1.3333,0.2125,0.2833,1.0169,0.2333,0.15,0.1125,1.85,1.3875
ELA0214_9.txt,9,16.4839,15.4848,11.2308,1.4677,1.9697,1.3788,0.2308,0.3182,1.0645,0.2424,0.303,0.2198,1.9697,1.4286
ELA0215_12.txt,12,23.5667,21.7538,12.7387,1.85,2.5538,1.7077,0.3423,0.5846,1.0833,0.3692,0.5231,0.3063,2.8462,1.6667
ELA0216_3.txt,3,8.9574,9.3556,7.386,1.2128,1.5778,1.2667,0.2105,0.2667,0.9574,0.2444,0.1778,0.1404,1.1111,0.8772
ELA0217_5.txt,5,11.5167,11.1452,7.1237,1.6167,1.871,1.5645,0.3093,0.4839,1.0333,0.3871,0.1935,0.1237,1.4677,0.9381
ELA0218_7.txt,7,14.6557,14.1905,8.94,1.6393,2.0794,1.5873,0.3,0.4762,1.0328,0.3333,0.2381,0.15,2.0952,1.32
ELA0219_9.txt,9,16.5082,15.9841,9.2385,1.7869,2.1905,1.7302,0.3119,0.5397,1.0328,0.381,0.3492,0.2018,2.3016,1.3303
ELA0220_12.txt,12,24.0377,22.3509,10.0315,2.3962,2.7544,2.2281,0.4409,0.9825,1.0755,0.5965,0.5263,0.2362,3.4912,1.5669
ELA0221_3.txt,3,8.7115,8.7115,7.678,1.1346,1.2885,1.1346,0.1356,0.1538,1,0.1538,0.1346,0.1186,1.1154,0.9831
ELA0222_5.txt,5,12,11.7966,8.4878,1.4138,1.6271,1.3898,0.2561,0.3559,1.0172,0.2881,0.2542,0.1829,1.5593,1.122
ELA0223_7.txt,7,15.25,14.2766,10.1667,1.5,1.8085,1.4043,0.2727,0.383,1.0682,0.3191,0.383,0.2727,1.7447,1.2424
ELA0224_9.txt,9,17.7353,16.75,10.2203,1.7353,2.0833,1.6389,0.3559,0.5833,1.0588,0.4444,0.4444,0.2712,2.25,1.3729
ELA0225_12.txt,12,21.4815,18.7097,10.9434,1.963,2.1935,1.7097,0.3774,0.6452,1.1481,0.3548,0.5161,0.3019,2.5806,1.5094
ELA0226_3.txt,3,8.4,8.4,7,1.2,1.4364,1.2,0.1667,0.2,1,0.2,0.0727,0.0606,0.7091,0.5909
ELA0227_5.txt,5,11.4318,11.4318,8.6724,1.3182,1.6136,1.3182,0.2069,0.2727,1,0.2273,0.1818,0.1379,1.1591,0.8793
ELA0228_7.txt,7,15.5294,14.6667,9.9623,1.5588,1.8611,1.4722,0.283,0.4167,1.0588,0.3333,0.3333,0.2264,1.8611,1.2642
ELA0229_9.txt,9,21.6,18,11.4894,1.88,2.1,1.5667,0.383,0.6,1.2,0.4667,0.4667,0.2979,2.4667,1.5745
ELA0230_12.txt,12,29,22.0952,12.2105,2.375,2.4762,1.8095,0.3684,0.6667,1.3125,0.5238,0.4762,0.2632,3,1.6579
ELA0231_3.txt,3,9,9.4909,7.1507,1.2586,1.4727,1.3273,0.2192,0.2909,0.9483,0.2909,0.0909,0.0685,1.1273,0.8493
ELA0232_5.txt,5,12.2687,12.2687,8.8387,1.3881,1.6716,1.3881,0.2581,0.3582,1,0.3433,0.1791,0.129,1.597,1.1505
ELA0233_7.txt,7,15.9048,15.1818,9.3645,1.6984,1.9697,1.6212,0.2804,0.4545,1.0476,0.3636,0.3636,0.2243,1.9091,1.1776
ELA0234_9.txt,9,19.4912,18.5167,10.1927,1.9123,2.2833,1.8167,0.3394,0.6167,1.0526,0.4667,0.5,0.2752,2.3167,1.2752
ELA0235_12.txt,12,20.85,18.9545,10.1707,2.05,2.3485,1.8636,0.3577,0.6667,1.1,0.5,0.3636,0.1951,2.4545,1.3171
ELA0236_3.txt,3,8.4915,8.6379,6.9583,1.2203,1.5517,1.2414,0.2361,0.2931,0.9831,0.2586,0.069,0.0556,0.9483,0.7639
ELA0237_5.txt,5,11.85,12.6964,8.3647,1.4167,1.875,1.5179,0.3059,0.4643,0.9333,0.3571,0.1429,0.0941,1.6786,1.1059
ELA0238_7.txt,7,14.0317,13.6,9.8222,1.4286,1.8462,1.3846,0.2667,0.3692,1.0317,0.3077,0.2154,0.1556,1.8308,1.3222
ELA0239_9.txt,9,16.1964,16.4909,10.3068,1.5714,2.1091,1.6,0.3068,0.4909,0.9821,0.3636,0.3273,0.2045,2.3091,1.4432
ELA0240_12.txt,12,22.8889,20.6,11.4444,2,2.45,1.8,0.3889,0.7,1.1111,0.475,0.5,0.2778,3.125,1.7361
ELA0241_3.txt,3,8.8654,8.6981,6.5857,1.3462,1.7925,1.3208,0.2286,0.3019,1.0192,0.3019,0.1321,0.1,0.7547,0.5714
ELA0242_5.txt,5,10.8289,10.8289,7.8381,1.3816,1.9211,1.3816,0.2667,0.3684,1,0.3158,0.1711,0.1238,1.1184,0.8095
ELA0243_7.txt,7,14.24,14.0526,9.1282,1.56,2.1579,1.5395,0.3077,0.4737,1.0133,0.3947,0.2763,0.1795,1.7368,1.1282
ELA0244_9.txt,9,17.5692,17.303,10.5741,1.6615,2.2576,1.6364,0.3148,0.5152,1.0154,0.3939,0.4545,0.2778,2.197,1.3426
ELA0245_12.txt,12,23.381,21.9851,12.4831,1.873,2.597,1.7612,0.3559,0.6269,1.0635,0.4627,0.5075,0.2881,3.1045,1.7627
ELA0246_3.txt,3,9.2549,9.0769,6.6479,1.3922,1.5577,1.3654,0.2254,0.3077,1.0196,0.25,0.0192,0.0141,0.7692,0.5634
ELA0247_5.txt,5,11.8947,11.4915,8.1687,1.4561,1.661,1.4068,0.253,0.3559,1.0351,0.2881,0.0339,0.0241,1.2203,0.8675
ELA0248_7.txt,7,17.06,16.4038,9.2717,1.84,2.2692,1.7692,0.3587,0.6346,1.04,0.4231,0.2308,0.1304,2,1.1304
ELA0249_9.txt,9,20.4314,20.84,10.1165,2.0196,2.58,2.06,0.3883,0.8,0.9804,0.58,0.52,0.2524,2.54,1.233
ELA0250_12.txt,12,25.1277,24.102,9.5242,2.6383,3.0204,2.5306,0.4355,1.102,1.0426,0.6531,0.551,0.2177,2.9184,1.1532
ELA0251_3.txt,3,9.2105,9.5455,7.0946,1.2982,1.6364,1.3455,0.2297,0.3091,0.9649,0.2909,0.0909,0.0676,0.8364,0.6216
ELA0252_5.txt,5,12.1719,11.1286,7.7129,1.5781,1.7714,1.4429,0.2574,0.3714,1.0938,0.3143,0.1857,0.1287,1.0571,0.7327
ELA0253_7.txt,7,15.6825,14.5294,9.5922,1.6349,1.9412,1.5147,0.3107,0.4706,1.0794,0.3676,0.2794,0.1845,1.6324,1.0777
ELA0254_9.txt,9,18.6038,17,9.7624,1.9057,2.2759,1.7414,0.3762,0.6552,1.0943,0.4655,0.3103,0.1782,1.8621,1.0693
ELA0255_12.txt,12,22.3571,19.9787,10.4333,2.1429,2.4681,1.9149,0.4,0.766,1.119,0.5106,0.4043,0.2111,2.2553,1.1778
ELA0256_3.txt,3,9.1429,9.1429,6.8923,1.3265,1.7551,1.3265,0.2462,0.3265,1,0.3061,0.0816,0.0615,0.8571,0.6462
ELA0257_5.txt,5,12.56,12.56,7.6585,1.64,2.22,1.64,0.3659,0.6,1,0.46,0.18,0.1098,1.54,0.939
ELA0258_7.txt,7,15.4182,16,8.396,1.8364,2.3208,1.9057,0.4356,0.8302,0.9636,0.6038,0.2453,0.1287,2.2264,1.1683
ELA0259_9.txt,9,19.8696,19.0417,9.3265,2.1304,2.5833,2.0417,0.4694,0.9583,1.0435,0.6667,0.2708,0.1327,2.8333,1.3878
ELA0260_12.txt,12,24.4595,23.2051,9.837,2.4865,3.1026,2.359,0.5109,1.2051,1.0541,0.7436,0.3077,0.1304,3.4615,1.4674
ELA0261_3.txt,3,8.4727,8.4727,7.1692,1.1818,1.3636,1.1818,0.1231,0.1455,1,0.1455,0.0909,0.0769,0.7273,0.6154
ELA0262_5.txt,5,11.6333,10.9062,8.725,1.3333,1.4062,1.25,0.1625,0.2031,1.0667,0.1562,0.1719,0.1375,1.2031,0.9625
ELA0263_7.txt,7,14.8033,13.6818,9.4062,1.5738,1.7424,1.4545,0.2396,0.3485,1.082,0.2879,0.303,0.2083,1.6667,1.1458
ELA0264_9.txt,9,18.5185,16.6667,10.8696,1.7037,2.0333,1.5333,0.3043,0.4667,1.1111,0.3833,0.4167,0.2717,2.0167,1.3152
ELA0265_12.txt,12,21.4902,18.5763,10.2911,2.0882,2.3983,1.8051,0.385,0.6949,1.1569,0.4576,0.3644,0.2019,2.2542,1.2488
ELA0266_3.txt,3,8.898,8.898,7.2667,1.2245,1.3469,1.2245,0.1333,0.1633,1,0.1633,0.1837,0.15,1.102,0.9
ELA0267_5.txt,5,11.5079,11.3281,8.3333,1.381,1.625,1.3594,0.1839,0.25,1.0159,0.2031,0.1719,0.1264,1.5469,1.1379
ELA0268_7.txt,7,14.6379,14.8947,8.8438,1.6552,2.0702,1.6842,0.2604,0.4386,0.9828,0.2807,0.1228,0.0729,2.1754,1.2917
ELA0269_9.txt,9,17.4,17.7222,10.0737,1.7273,2.2593,1.7593,0.3158,0.5556,0.9818,0.3333,0.2593,0.1474,2.6481,1.5053
ELA0270_12.txt,12,27.5714,25.3947,12.3718,2.2286,2.7632,2.0526,0.4487,0.9211,1.0857,0.5263,0.5526,0.2692,4.1579,2.0256
ELA0271_3.txt,3,8.4,8.2727,7.6901,1.0923,1.2727,1.0758,0.0845,0.0909,1.0154,0.0758,0.1212,0.1127,0.7273,0.6761
ELA0272_5.txt,5,12.2881,12.2881,9.9315,1.2373,1.5763,1.2373,0.137,0.1695,1,0.1356,0.1525,0.1233,1.4746,1.1918
ELA0273_7.txt,7,14.0923,14.7742,11.0361,1.2769,1.7258,1.3387,0.1807,0.2419,0.9538,0.2097,0.1935,0.1446,2.0484,1.5301
ELA0274_9.txt,9,16.9623,15.7719,11.0988,1.5283,1.8246,1.4211,0.2346,0.3333,1.0755,0.2807,0.2105,0.1481,2.1754,1.5309
ELA0275_12.txt,12,19.9762,17.8511,11.8169,1.6905,2,1.5106,0.2676,0.4043,1.119,0.383,0.1915,0.1268,2.5745,1.7042
ELA0276_3.txt,3,9.25,9.25,7.5254,1.2292,1.4583,1.2292,0.1186,0.1458,1,0.1458,0.1458,0.1186,0.6667,0.5424
ELA0277_5.txt,5,13.1111,12.6429,8.962,1.463,1.7321,1.4107,0.2278,0.3214,1.037,0.2679,0.25,0.1772,1.4107,1
ELA0278_7.txt,7,15.8621,15.082,10.5747,1.5,1.9016,1.4262,0.2759,0.3934,1.0517,0.3115,0.2623,0.1839,1.6885,1.1839
ELA0279_9.txt,9,18.5926,17.614,11.4091,1.6296,2,1.5439,0.2955,0.4561,1.0556,0.3509,0.3684,0.2386,2.2105,1.4318
ELA0280_12.txt,12,23.8864,20.6078,11.6778,2.0455,2.3333,1.7647,0.3333,0.5882,1.1591,0.451,0.3922,0.2222,2.7843,1.5778
ELA0281_3.txt,3,8.1875,8.5435,8.5435,0.9583,1.2174,1,0.0435,0.0435,0.9583,0.0435,0.0435,0.0435,0.913,0.913
ELA0282_5.txt,5,11.0727,11.2778,9.8226,1.1273,1.4259,1.1481,0.0968,0.1111,0.9818,0.0926,0.1481,0.129,1.3519,1.1774
ELA0283_7.txt,7,13.6042,13.6042,9.8939,1.375,1.6875,1.375,0.1818,0.25,1,0.25,0.1667,0.1212,1.7083,1.2424
ELA0284_9.txt,9,17.0556,16.5946,11.5849,1.4722,1.7568,1.4324,0.2453,0.3514,1.0278,0.3243,0.2432,0.1698,2.0541,1.434
ELA0285_12.txt,12,24.1923,25.16,12.8367,1.8846,2.44,1.96,0.3673,0.72,0.9615,0.56,0.48,0.2449,3.48,1.7755
ELA0286_3.txt,3,8.9167,8.9167,7.2542,1.2292,1.2917,1.2292,0.1695,0.2083,1,0.1875,0,0,0.6458,0.5254
ELA0287_5.txt,5,11.8305,12.0345,8.4096,1.4068,1.5172,1.431,0.2892,0.4138,0.9831,0.3621,0.0862,0.0602,1.2931,0.9036
ELA0288_7.txt,7,15.5455,15.5455,10.3012,1.5091,1.7636,1.5091,0.3012,0.4545,1,0.4,0.1818,0.1205,1.8545,1.2289
ELA0289_9.txt,9,17.8261,18.2222,11.5493,1.5435,2,1.5778,0.3239,0.5111,0.9783,0.4667,0.2444,0.1549,2.2222,1.4085
ELA0290_12.txt,12,27.2069,23.9091,11.9545,2.2759,2.5152,2,0.4242,0.8485,1.1379,0.6061,0.3636,0.1818,3.1212,1.5606
ELA0291_3.txt,3,7.5357,7.6727,6.918,1.0893,1.3091,1.1091,0.0984,0.1091,0.9821,0.1091,0.0909,0.082,0.6545,0.5902
ELA0292_5.txt,5,10.8438,10.8438,8.4634,1.2812,1.5938,1.2812,0.1951,0.25,1,0.1875,0.2031,0.1585,1.2031,0.939
ELA0293_7.txt,7,14.5161,14.0625,10.1124,1.4355,1.8125,1.3906,0.2697,0.375,1.0323,0.2812,0.2812,0.2022,1.7812,1.2809
ELA0294_9.txt,9,18.32,17.283,10.6512,1.72,2.1321,1.6226,0.3721,0.6038,1.06,0.3585,0.434,0.2674,2.2642,1.3953
ELA0295_12.txt,12,25.8621,21.4286,11.3636,2.2759,2.6571,1.8857,0.4242,0.8,1.2069,0.4857,0.4286,0.2273,2.7429,1.4545
ELA0296_3.txt,3,9.1528,9.1528,7.5747,1.2083,1.4306,1.2083,0.1264,0.1528,1,0.1528,0.0556,0.046,0.9583,0.7931
ELA0297_5.txt,5,11.5972,11.4384,8.7895,1.3194,1.589,1.3014,0.1895,0.2466,1.0139,0.2329,0.1096,0.0842,1.3425,1.0316
ELA0298_7.txt,7,14.6562,13.5942,9.8737,1.4844,1.7971,1.3768,0.2632,0.3623,1.0781,0.3043,0.2174,0.1579,1.6377,1.1895
ELA0299_9.txt,9,17.3621,15.9841,10.9457,1.5862,1.9365,1.4603,0.25,0.3651,1.0862,0.3333,0.254,0.1739,1.9365,1.3261
ELA0300_12.txt,12,22.7949,21.1667,12.5211,1.8205,2.4524,1.6905,0.338,0.5714,1.0769,0.4524,0.3333,0.1972,2.8095,1.662
ELA0301_3.txt,3,8.5185,8.8462,6.9697,1.2222,1.4423,1.2692,0.1515,0.1923,0.963,0.1538,0.1346,0.1061,0.8846,0.697
ELA0302_5.txt,5,12.2632,11.8475,7.7667,1.5789,1.8983,1.5254,0.2667,0.4068,1.0351,0.3559,0.2034,0.1333,1.1864,0.7778
ELA0303_7.txt,7,15,14.3478,8.5714,1.75,2.1739,1.6739,0.3247,0.5435,1.0455,0.5,0.2609,0.1558,1.4348,0.8571
ELA0304_9.txt,9,18.4054,16.6098,9.7286,1.8919,2.3415,1.7073,0.3429,0.5854,1.1081,0.4634,0.3171,0.1857,2.0488,1.2
ELA0305_12.txt,12,23.64,21.1071,9.85,2.4,3.0357,2.1429,0.4,0.8571,1.12,0.5714,0.5,0.2333,2.3571,1.1
ELA0306_3.txt,3,8.8289,8.8289,6.71,1.3158,1.5132,1.3158,0.22,0.2895,1,0.2632,0.0921,0.07,0.8289,0.63
ELA0307_5.txt,5,13.6491,13.4138,7.6275,1.7895,2,1.7586,0.3529,0.6207,1.0175,0.5345,0.2241,0.1275,1.5862,0.902
ELA0308_7.txt,7,15.8125,15.3333,7.845,2.0156,2.3333,1.9545,0.4109,0.803,1.0312,0.6364,0.303,0.155,1.8939,0.969
ELA0309_9.txt,9,19.5667,17.7879,8.6324,2.2667,2.5,2.0606,0.4118,0.8485,1.1,0.6364,0.2727,0.1324,2.2121,1.0735
ELA0310_12.txt,12,28.4773,25.5714,9.146,3.1136,3.4898,2.7959,0.5328,1.4898,1.1136,0.7959,0.4286,0.1533,3.2449,1.1606
ELA0311_3.txt,3,9.1064,9.1064,7.0164,1.2979,1.5532,1.2979,0.2131,0.2766,1,0.2128,0.1489,0.1148,1.1489,0.8852
ELA0312_5.txt,5,12,11.8033,8.2759,1.45,1.7213,1.4262,0.2644,0.377,1.0167,0.3279,0.2623,0.1839,1.459,1.023
ELA0313_7.txt,7,14.3607,13.9048,9.125,1.5738,1.7778,1.5238,0.2396,0.3651,1.0328,0.2698,0.2698,0.1771,1.7937,1.1771
ELA0314_9.txt,9,18.0364,16.8136,11.1461,1.6182,1.8983,1.5085,0.2472,0.3729,1.0727,0.339,0.3898,0.2584,2.3051,1.5281
ELA0315_12.txt,12,22.0889,18.7547,10.6882,2.0667,2.2453,1.7547,0.3226,0.566,1.1778,0.4151,0.5472,0.3118,2.4906,1.4194
ELA0316_3.txt,3,8.7857,8.7857,7.5692,1.1607,1.2679,1.1607,0.1385,0.1607,1,0.1607,0.0893,0.0769,0.7679,0.6615
ELA0317_5.txt,5,11.6316,11.6316,9.2083,1.2632,1.4211,1.2632,0.2222,0.2807,1,0.2456,0.1754,0.1389,1.4035,1.1111
ELA0318_7.txt,7,14.375,13.2692,9.8571,1.4583,1.5962,1.3462,0.2571,0.3462,1.0833,0.2885,0.1923,0.1429,1.7308,1.2857
ELA0319_9.txt,9,16.6579,16.2308,10.7288,1.5526,1.9231,1.5128,0.339,0.5128,1.0263,0.4359,0.0769,0.0508,2.1795,1.4407
ELA0320_12.txt,12,23.1667,19.1724,11.12,2.0833,2.1379,1.7241,0.4,0.6897,1.2083,0.5172,0.2069,0.12,2.4483,1.42
ELA0321_3.txt,3,8.6024,8.8148,6.6729,1.2892,1.8395,1.321,0.2617,0.3457,0.9759,0.2963,0.1481,0.1121,0.8148,0.6168
ELA0322_5.txt,5,12.913,13.1029,8.6505,1.4928,2.0735,1.5147,0.3495,0.5294,0.9855,0.4265,0.3676,0.2427,1.5294,1.0097
ELA0323_7.txt,7,14.8861,15.0769,9.1163,1.6329,2.1923,1.6538,0.3798,0.6282,0.9873,0.4487,0.4744,0.2868,2.1026,1.2713
ELA0324_9.txt,9,17.9714,18.2319,9.6769,1.8571,2.5362,1.8841,0.4308,0.8116,0.9857,0.5797,0.6522,0.3462,2.3913,1.2692
ELA0325_12.txt,12,24.0208,24.0208,10.8774,2.2083,3.1458,2.2083,0.4717,1.0417,1,0.6875,0.875,0.3962,3.125,1.4151
ELA0326_3.txt,3,9.3019,10.0612,6.7534,1.3774,1.9184,1.4898,0.2603,0.3878,0.9245,0.3469,0.0816,0.0548,1.0204,0.6849
ELA0327_5.txt,5,11.8254,11.8254,7.7604,1.5238,1.9524,1.5238,0.2604,0.3968,1,0.3651,0.1905,0.125,1.1746,0.7708
ELA0328_7.txt,7,14.6719,14.0149,8.3839,1.75,2.1194,1.6716,0.3214,0.5373,1.0469,0.4328,0.2537,0.1518,1.5522,0.9286
ELA0329_9.txt,9,18.7407,17.1525,9.2,2.037,2.4237,1.8644,0.3727,0.6949,1.0926,0.5254,0.3729,0.2,1.8983,1.0182
ELA0330_12.txt,12,19.66,18.2037,9.83,2,2.5,1.8519,0.38,0.7037,1.08,0.5185,0.4259,0.23,2.0185,1.09
ELA0331_3.txt,3,7.7143,7.7143,6.2609,1.2321,1.375,1.2321,0.2174,0.2679,1,0.1964,0.1429,0.1159,0.8214,0.6667
ELA0332_5.txt,5,10.9111,11.1591,8.7679,1.2444,1.6136,1.2727,0.2143,0.2727,0.9778,0.2273,0.3182,0.25,1.2955,1.0179
ELA0333_7.txt,7,14.6471,13.8333,9.5769,1.5294,1.75,1.4444,0.2885,0.4167,1.0588,0.3611,0.5,0.3462,1.4444,1
ELA0334_9.txt,9,18.2222,15.871,11.1818,1.6296,1.8065,1.4194,0.3409,0.4839,1.1481,0.4194,0.5806,0.4091,1.8387,1.2955
ELA0335_12.txt,12,24.5789,19.4583,11.119,2.2105,2.2083,1.75,0.4048,0.7083,1.2632,0.5833,0.7917,0.4524,2.1667,1.2381
ELA0336_3.txt,3,8.4605,8.5733,7.0659,1.1974,1.3067,1.2133,0.1209,0.1467,0.9868,0.1467,0.1333,0.1099,0.8267,0.6813
ELA0337_5.txt,5,11.597,11.2609,7.4712,1.5522,1.7681,1.5072,0.2885,0.4348,1.0299,0.3768,0.1884,0.125,1.2464,0.8269
ELA0338_7.txt,7,15.3704,14.3103,8.9247,1.7222,1.9828,1.6034,0.3333,0.5345,1.0741,0.4655,0.2931,0.1828,1.7759,1.1075
ELA0339_9.txt,9,18.7805,17.1111,9.0588,2.0732,2.3111,1.8889,0.4235,0.8,1.0976,0.6,0.3333,0.1765,2.1333,1.1294
ELA0340_12.txt,12,24.5862,21.6061,9.6351,2.5517,2.8788,2.2424,0.4865,1.0909,1.1379,0.7576,0.4545,0.2027,2.7879,1.2432
ELA0341_3.txt,3,9.7234,9.9348,8.463,1.1489,1.6087,1.1739,0.1667,0.1957,0.9787,0.1739,0.0652,0.0556,1,0.8519
ELA0342_5.txt,5,12.1667,11.9672,9.359,1.3,1.5574,1.2787,0.1667,0.2131,1.0167,0.1967,0.1475,0.1154,1.1639,0.9103
ELA0343_7.txt,7,16.0784,15.1852,10,1.6078,1.8889,1.5185,0.2439,0.3704,1.0588,0.2778,0.2407,0.1585,1.6111,1.061
ELA0344_9.txt,9,19.7857,19.3256,10.9342,1.8095,2.3256,1.7674,0.3289,0.5814,1.0238,0.3953,0.3488,0.1974,2.0465,1.1579
ELA0345_12.txt,12,24.6129,22.4412,10.9,2.2581,2.8235,2.0588,0.4,0.8235,1.0968,0.4118,0.4118,0.2,2.2059,1.0714
